Administrative,Administrative_Duration,Informational,Informational_Duration,LogProductRelated,LogProductRelated_Duration,ProductRelatedPrc,ProductRelated_Duration_Prc,LogAv_ProductRelated_Duration,PageValues_ProductRelated,PageValues_ProductRelatedDuration,BounceRates,LogExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
3,87.83333333,0,0.0,3.332204510175204,6.683778046877649,0.9,0.9008839571183365,3.4199504790916606,0.8487420629629631,0.028704846389507502,0.0,0.012564414128639777,22.9160357,0.8,Feb,Android,Chrome,Ankara,Direct,Returning,False,True
4,44.0,0,0.0,4.51085950651685,8.846924504981013,0.9574468085106382,0.9937106668517587,4.359833884758947,0.0,0.0,0.002150538,0.014901453790611195,0.0,0.0,Feb,OS X,Safari,Istanbul,Social,Returning,False,False
0,0.0,0,0.0,3.044522437723423,5.2901731815210615,1.0,1.0,2.38590447787722,0.0,0.0,0.025,0.05116828657439943,0.0,0.0,Feb,Android,Opera,Adana,Direct,Returning,False,False
0,0.0,0,0.0,1.0986122886681098,3.784189633918261,1.0,1.0,3.1135153092103742,0.0,0.0,0.0,0.09531017980432487,0.0,0.4,Feb,Android,Chrome,Ankara,Social,Returning,False,False
0,0.0,0,0.0,2.1972245773362196,6.058344076025469,1.0,1.0,3.99513791221534,0.0,0.0,0.0,0.012422519998557155,0.0,0.0,Feb,Android,Samsung Internet,Ankara,Search,Returning,False,False
0,0.0,0,0.0,1.3862943611198906,4.912654885736052,1.0,1.0,3.8286413964890955,0.0,0.0,0.0,0.06453852145007118,0.0,0.0,Feb,Android,Samsung Internet,Ankara,Social,Returning,False,False
0,0.0,0,0.0,2.833213344056216,6.378991954472918,1.0,1.0,3.6315371997918025,0.0,0.0,0.0,0.0246926125903715,0.0,0.0,Feb,Android,Samsung Internet,Istanbul,Direct,Returning,False,False
10,1005.666667,0,0.0,3.6109179126442243,7.655552405889853,0.7826086956521738,0.6773615726238865,4.088466983696992,0.31776144305555565,0.005418077106513142,0.004347826,0.014388737823528178,11.43941195,0.0,Feb,Android,Opera,Istanbul,Search,Returning,False,True
0,0.0,0,0.0,1.0986122886681098,4.343805421853684,1.0,1.0,3.6635616461296463,0.0,0.0,0.0,0.048790164169432,0.0,0.6,Feb,Windows,Chrome,Ankara,Social,Returning,False,False
0,0.0,0,0.0,2.0794415416798357,5.342334251964811,1.0,1.0,3.4247278790723494,0.0,0.0,0.0,0.028170877383362988,0.0,0.0,Feb,OS X,Safari,Istanbul,Display Ads,Returning,True,False
0,0.0,0,0.0,1.6094379124341003,5.602118820879701,1.0,1.0,4.22683374526818,0.0,0.0,0.0,0.016529302279079415,0.0,0.8,Feb,iOS,Safari,Istanbul,Social,Returning,False,False
0,0.0,0,0.0,1.9459101490553132,3.7013019741124933,1.0,1.0,2.02595285672885,0.0,0.0,0.0,0.019802627296179712,0.0,0.0,Feb,Android,Chrome,Istanbul,Social,Returning,False,False
0,0.0,0,0.0,2.5649493574615367,5.929589143389895,1.0,1.0,3.4735180432417816,0.0,0.0,0.016666667,0.05669534336158465,0.0,0.0,Feb,Windows,Chrome,Bursa,Direct,Returning,False,False
0,0.0,0,0.0,2.0794415416798357,5.017279836814924,1.0,1.0,3.110335656292995,0.0,0.0,0.057142857,0.08223809850012999,0.0,0.0,Feb,Android,Chrome,Izmir,Direct,Returning,False,False
0,0.0,0,0.0,1.3862943611198906,4.9344739331306915,1.0,1.0,3.8501476017100584,0.0,0.0,0.0,0.06453852145007118,0.0,0.0,Feb,iOS,Safari,Istanbul,Social,Returning,False,False
0,0.0,0,0.0,2.0794415416798357,5.82452409235233,1.0,1.0,3.8961839413984,0.0,0.0,0.028571429,0.023530497596240627,0.0,0.4,Feb,OS X,Safari,Ankara,Social,Returning,False,False
0,0.0,0,0.0,2.995732273553991,6.431384757304524,1.0,1.0,3.5155176386392917,0.0,0.0,0.0,0.0078637366168725,0.0,0.0,Feb,iOS,Safari,Bursa,Search,Returning,False,False
2,36.0,0,0.0,2.772588722239781,5.13489304966371,0.8823529411764705,0.8242583551988566,2.506049086110764,0.0,0.0,0.0,0.011696039879470347,0.0,0.4,Feb,iOS,Safari,Istanbul,Social,Returning,False,False
0,0.0,0,0.0,1.0986122886681098,3.970291913552122,1.0,1.0,3.295836866004329,0.0,0.0,0.0,0.09531017980432487,0.0,0.0,Feb,iOS,Safari,Istanbul,Social,Returning,False,False
0,0.0,0,0.0,2.6390573296152584,6.477356904328761,1.0,1.0,3.930693770690642,0.0,0.0,0.0,0.015267471752000557,0.0,0.0,Feb,Android,Chrome,Istanbul,Display Ads,New,False,False
0,0.0,0,0.0,3.332204510175204,6.83123414103841,1.0,1.0,3.5630782475233325,0.0,0.0,0.003703704,0.025595547261165908,0.0,0.6,Feb,OS X,Safari,Ankara,Social,Returning,False,False
0,0.0,0,0.0,1.0986122886681098,3.5263605246161616,1.0,1.0,2.8622008809294686,0.0,0.0,0.0,0.09531017980432487,0.0,0.2,Feb,iOS,Safari,Istanbul,Social,Returning,False,False
0,0.0,0,0.0,1.9459101490553132,7.357237272507076,1.0,1.0,5.568662519346541,0.0,0.0,0.05,0.06453852145007118,0.0,0.2,Feb,iOS,Safari,Istanbul,Social,Returning,False,False
0,0.0,0,0.0,1.6094379124341003,4.663439094112067,1.0,1.0,3.305053521109253,0.0,0.0,0.0,0.0246926125903715,0.0,0.6,Feb,iOS,Safari,Istanbul,Referral,Returning,False,False
0,0.0,0,0.0,2.833213344056216,6.469560346251054,1.0,1.0,3.7199540971793117,0.0,0.0,0.004166667,0.031175617791551515,0.0,0.0,Feb,Windows,Chrome,Ankara,Referral,Returning,False,False
3,18.33333333,0,0.0,3.6635616461296463,7.87708533568514,0.9268292682926829,0.9930909151833884,4.253437062992542,0.0,0.0,0.0,0.00890757747379394,0.0,0.4,Feb,Android,Samsung Internet,Istanbul,Search,Returning,False,False
4,61.0,0,0.0,2.995732273553991,6.410174881966167,0.8260869565217391,0.9086826347305389,3.4949113919336585,0.9229452068421055,0.028889553426688627,0.0,0.026626475130778145,17.53595893,1.0,Feb,iOS,Safari,Gaziantep,Referral,Returning,True,True
0,0.0,0,0.0,1.9459101490553132,6.030685260261263,1.0,1.0,4.250873364454327,0.0,0.0,0.0,0.03278982250041022,0.0,0.4,Feb,iOS,Safari,Ankara,Search,Returning,False,False
2,31.0,1,16.0,3.6109179126442243,7.642299145855371,0.923076923076923,0.977939771325134,4.075431155674162,0.0,0.0,0.0,0.013419800326956477,0.0,0.8,Feb,Android,Chrome,Bursa,Social,Returning,False,False
3,58.5,0,0.0,2.8903717578961645,5.644268347241718,0.85,0.8280254777238584,2.8661147803622122,0.0,0.0,0.007058824,0.017493157620927586,0.0,0.0,Feb,iOS,Safari,Ankara,Referral,Returning,False,False
0,0.0,0,0.0,1.0986122886681098,3.332204510175204,1.0,1.0,2.6741486494265283,0.0,0.0,0.15,0.1397619423751587,0.0,0.0,Feb,iOS,Safari,Gaziantep,Search,Returning,False,False
0,0.0,1,0.0,2.302585092994046,5.375278407684165,0.9,1.0,3.2144214745188204,0.0,0.0,0.044444444,0.07145896391317944,0.0,0.8,Feb,OS X,Safari,Istanbul,Social,Returning,False,False
0,0.0,0,0.0,2.5649493574615367,5.093750200806762,1.0,1.0,2.6741486494265287,0.0,0.0,0.05,0.06453852145007118,0.0,0.0,Feb,iOS,Safari,Istanbul,Social,Returning,False,False
0,0.0,0,0.0,1.0986122886681098,4.74493212836325,1.0,1.0,4.060443010546419,0.0,0.0,0.05,0.06453852145007118,0.0,0.8,Feb,Windows,Opera,Istanbul,Social,Returning,False,False
6,326.25,4,94.0,4.859812404361672,8.529756689723799,0.927536231884058,0.9233465064369938,3.7024998969413483,0.0,0.0,0.000854701,0.017759826512438757,0.0,0.0,Feb,Android,Firefox,Istanbul,Social,Returning,False,False
0,0.0,0,0.0,1.6094379124341003,5.537334267018537,1.0,1.0,4.162781723775329,0.0,0.0,0.0,0.016529302279079415,0.0,0.6,Feb,Android,Chrome,Ankara,Social,Returning,False,False
2,22.0,0,0.0,3.258096538021482,6.081076705797669,0.9259259259259259,0.9520174482006543,2.9156062290747053,0.0,0.0,0.008,0.023716526617316044,0.0,0.2,Feb,Android,Samsung Internet,Istanbul,Direct,Returning,False,False
0,0.0,1,93.0,3.4339872044851463,6.953525012907905,0.967741935483871,0.9183374798531647,3.579653452080695,0.0,0.0,0.012903226,0.03486882568197658,0.0,0.2,Feb,iOS,Safari,Istanbul,Social,Returning,False,False
0,0.0,0,0.0,2.5649493574615367,5.76466850010765,1.0,1.0,3.313680826485449,0.0,0.0,0.0,0.005540180817604321,0.0,0.0,Feb,iOS,Safari,Istanbul,Referral,Returning,True,False
0,0.0,0,0.0,3.091042453358316,7.045195687812846,1.0,1.0,4.017954786168713,0.0,0.0,0.0,0.01287966290022421,0.0,0.8,Feb,Windows,Chrome,Istanbul,Social,Returning,False,False
0,0.0,0,0.0,2.4849066497880004,6.359573868672378,1.0,1.0,3.9788316751002566,0.0,0.0,0.018181818,0.026907452654437617,0.0,0.2,Feb,Android,Chrome,Ankara,Direct,Returning,False,False
0,0.0,0,0.0,2.1972245773362196,4.564348191467836,1.0,1.0,2.5552874465497997,0.0,0.0,0.0,0.07232066157962612,0.0,0.0,Feb,OS X,Safari,Ankara,Social,Returning,False,False
0,0.0,0,0.0,1.9459101490553132,5.7120812774708964,1.0,1.0,3.936715618018518,0.0,0.0,0.0,0.1053605155578263,0.0,0.0,Feb,Android,Samsung Internet,Konya,Social,Returning,False,False
0,0.0,0,0.0,1.9459101490553132,5.497168225293202,1.0,1.0,3.725693427236653,0.0,0.0,0.0,0.03278982250041022,0.0,0.0,Feb,Android,Samsung Internet,Bursa,Direct,Returning,False,False
0,0.0,0,0.0,1.6094379124341003,4.916324614625014,1.0,1.0,3.55177024014153,0.0,0.0,0.0,0.048790164169432,0.0,0.6,Feb,Android,Chrome,Istanbul,Search,Returning,False,False
0,0.0,2,75.0,2.70805020110221,6.094321932472502,0.875,0.855025773186535,3.4841662069320347,0.0,0.0,0.0,0.03379737958329067,0.0,0.8,Feb,iOS,Safari,Ankara,Social,Returning,False,False
0,0.0,0,0.0,1.3862943611198906,3.7376696182833684,1.0,1.0,2.6855773452501515,0.0,0.0,0.0,0.06453852145007118,0.0,0.0,Feb,iOS,Safari,Ankara,Social,Returning,False,False
0,0.0,0,0.0,2.4849066497880004,5.6832395734248715,1.0,1.0,3.3188034271243767,0.0,0.0,0.028,0.11290342525390605,0.0,0.0,Feb,Android,Samsung Internet,Ankara,Direct,Returning,False,False
0,0.0,0,0.0,2.302585092994046,7.122328879344318,1.0,1.0,4.931538640562469,0.0,0.0,0.0,0.03993271058448132,0.0,0.4,Feb,Android,Chrome,Istanbul,Social,Returning,False,False
0,0.0,0,0.0,2.3978952727983707,5.422597767205563,1.0,1.0,3.1589842677691577,0.0,0.0,0.0,0.048790164169432,0.0,0.4,Feb,iOS,Safari,Cankaya,Social,Returning,False,False
4,462.0,0,0.0,3.9512437185814275,7.535946073511136,0.9272727272727272,0.8021596854250269,3.630448604946845,0.0,0.0,0.0,0.007518832601293238,0.0,0.6,Feb,Android,Chrome,Konya,Social,Returning,False,False
0,0.0,0,0.0,1.3862943611198906,2.6390573296152584,1.0,1.0,1.6739764335716714,0.0,0.0,0.133333333,0.15415068011297256,0.0,0.0,Feb,Android,Samsung Internet,Istanbul,Direct,Returning,False,False
0,0.0,0,0.0,1.0986122886681098,5.407171771460119,1.0,1.0,4.718498871295094,0.0,0.0,0.0,0.09531017980432487,0.0,0.0,Feb,Android,Opera,Istanbul,Search,Returning,True,False
2,20.0,0,0.0,2.833213344056216,5.374506504751143,0.8888888888888888,0.914833215034043,2.6691072270091984,0.0,0.0,0.0,0.021978906501383937,0.0,0.0,Feb,Android,Chrome,Istanbul,Email,Returning,False,False
0,0.0,0,0.0,1.9459101490553132,7.609944787691478,1.0,1.0,5.820659750606453,0.0,0.0,0.0,0.011049836076694864,0.0,0.8,Feb,Android,Chrome,Bursa,Social,Returning,False,False
6,111.5,0,0.0,3.295836866004329,6.109309309303688,0.8125,0.8010803310451031,2.9052767438822427,0.0,0.0,0.0,0.018349139140923808,0.0,0.6,Feb,iOS,Safari,Ankara,Social,Returning,False,False
0,0.0,0,0.0,1.9459101490553132,5.0699518714620995,1.0,1.0,3.309122702919025,0.0,0.0,0.0,0.03278982250041022,0.0,0.0,Feb,Windows,Chrome,Bursa,Search,Returning,False,False
0,0.0,0,0.0,2.302585092994046,5.71921828289545,1.0,1.0,3.5479130831085057,0.0,0.0,0.005555556,0.045256591304935034,0.0,0.0,Feb,Android,Samsung Internet,Antalya,Search,Returning,False,False
0,0.0,0,0.0,1.3862943611198906,3.258096538021482,1.0,1.0,2.2335922215070942,0.0,0.0,0.0,0.06453852145007118,0.0,0.0,Feb,Android,Samsung Internet,Istanbul,Display Ads,Returning,False,False
0,0.0,0,0.0,1.0986122886681098,3.7612001156935624,1.0,1.0,3.0910424533583156,0.0,0.0,0.05,0.1397619423751587,0.0,0.4,Feb,Android,Chrome,Istanbul,Referral,Returning,False,False
4,103.625,0,0.0,2.70805020110221,6.912162221132211,0.7777777777777778,0.90639467050882,4.285964684593224,0.0,0.0,0.0,0.017878439979675195,0.0,0.2,Feb,iOS,Safari,Ankara,Social,Returning,False,False
0,0.0,0,0.0,2.302585092994046,5.611301621862036,1.0,1.0,3.442907870243525,0.0,0.0,0.0,0.011782168844673124,0.0,0.2,Feb,iOS,Safari,Adana,Social,Returning,False,False
3,19.0,0,0.0,2.1972245773362196,5.84354441703136,0.7272727272727273,0.9476584022038568,3.7841896339182615,0.0,0.0,0.0,0.007380106893210795,0.0,0.0,Feb,Android,Samsung Internet,Izmir,Social,Returning,False,False
0,0.0,1,19.0,2.3978952727983707,6.748759547491679,0.9090909090909091,0.9781859931113662,4.456670177669648,0.0,0.0,0.0,0.009049835429827817,0.0,0.0,Feb,Android,Chrome,Ankara,Email,Returning,False,False
0,0.0,0,0.0,1.3862943611198906,6.660575149839686,1.0,1.0,5.564520407322694,0.0,0.0,0.066666667,0.06453852145007118,0.0,0.4,Feb,Android,Samsung Internet,Istanbul,Social,Returning,False,False
0,0.0,0,0.0,1.3862943611198906,6.946013991099227,1.0,1.0,5.849324779946859,0.0,0.0,0.0,0.03278982250041022,0.0,0.0,Feb,Android,Chrome,Istanbul,Direct,Returning,False,False
0,0.0,0,0.0,1.6094379124341003,6.352629396319567,1.0,1.0,4.97154790538821,0.0,0.0,0.0,0.048790164169432,0.0,0.0,Feb,Android,Chrome,Ankara,Social,Returning,False,False
0,0.0,0,0.0,3.367295829986474,7.11658351982958,1.0,1.0,3.8060538387068195,0.0,0.0,0.007142857,0.029905482917552823,0.0,0.0,Feb,iOS,Safari,Bursa,Social,Returning,False,False
0,0.0,0,0.0,2.4849066497880004,5.761002615091024,1.0,1.0,3.3941015587824155,0.0,0.0,0.0,0.026907452654437617,0.0,0.8,Feb,Android,Chrome,Izmir,Direct,Returning,False,False
0,0.0,0,0.0,3.044522437723423,6.773922707179147,1.0,1.0,3.7996787242843357,0.0,0.0,0.0075,0.02777728132364824,0.0,0.0,Feb,iOS,Chrome,Istanbul,Direct,Returning,False,False
0,0.0,0,0.0,1.6094379124341003,2.833213344056216,1.0,1.0,1.6094379124341005,0.0,0.0,0.1,0.1397619423751587,0.0,0.0,Feb,Android,Firefox,Antalya,Direct,Returning,False,False
0,0.0,0,0.0,2.995732273553991,6.423246963533519,1.0,1.0,3.5076099752707854,0.0,0.0,0.0,0.025975485941722196,0.0,0.2,Feb,Android,Chrome,Ankara,Social,Returning,False,False
0,0.0,0,0.0,2.302585092994046,5.571203009757061,1.0,1.0,3.4039713085448806,0.0,0.0,0.0,0.026317308642048735,0.0,0.0,Feb,Android,Opera,Istanbul,Direct,Returning,False,False
0,0.0,0,0.0,3.091042453358316,6.424679568196417,1.0,1.0,3.412063711059495,0.0,0.0,0.033333333,0.04872426676015018,0.0,0.0,Feb,Windows,Chrome,Izmir,Direct,Returning,True,False
